Track URI,Track Name,Artist Name(s),genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:5HTZbWu8cMRhWHORsI00CF,I Never Felt so Right - Radio Mix,Ben Delay,"funky tech house, groove room",0.533,0.815,6,-4.397,1,0.0656,0.0486,0.58,0.19,0.43,122.971
spotify:track:6F3rgQfSns1slUnMfHXjOA,Sweet Memories,"CID, Kaskade","bass house, deep groove house, dutch house, edm, electro house, house, pop dance, pop edm, progressive electro house, progressive house, tech house, uk dance, edm, electro house, pop dance, progressive electro house, progressive house, vocal house",0.624,0.923,9,-5.449,0,0.0335,0.0268,0.000228,0.0509,0.402,124.994
spotify:track:20UdW4qyeOmKa9YaOcv9WX,Need You,"Dillon Francis, NGHTMRE","brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house, brostep, edm, electro house, electronic trap",0.721,0.925,4,-3.218,0,0.196,0.00171,0.0545,0.374,0.37,111.958
spotify:track:400QEuv1HXJcm7gGSya4fn,Taj,"BLR, POOK","dutch edm, N/A",0.864,0.727,8,-5.407,1,0.118,0.0948,0.841,0.144,0.165,124.003
spotify:track:0nD2HHezOd08mhvmgnjh3I,Intoxicate,ZHU,"edm, electro house",0.824,0.765,5,-6.663,0,0.054,0.153,0.362,0.164,0.201,123.995
spotify:track:0OHfe7VRUE1bbleczXTN6j,Just Us (feat. Liinks),"Ephwurd, Liinks","bass house, brostep, electro house, N/A",0.785,0.867,9,-3.998,0,0.0612,0.176,0.0075,0.091,0.316,126.034
spotify:track:0TjqjAJpzv3EHrsEelLQGZ,Cola - ZHU Remix,"CamelPhat, Elderbrook, ZHU","deep tech house, house, progressive house, uk dance, uk dance, edm, electro house",0.865,0.547,1,-7.947,0,0.0617,0.0197,0.621,0.111,0.49,123.991
spotify:track:5GIE4sOL5Dk9gLbowUtUpT,Without You,"SLANDER, Kayzo, Dylan Matthew","dubstep, brostep, speed house, singer-songwriter pop",0.595,0.712,10,-6.879,0,0.0539,0.0671,0.0,0.102,0.615,170.06
spotify:track:69ElIV7RAxE7AfuqsDnkBf,The Diner,"Kaskade, Sara Diamond","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, canadian contemporary r&b, canadian electropop, canadian indie",0.81,0.444,8,-9.31,0,0.368,0.126,0.0,0.245,0.45,110.081
spotify:track:2a7kFbxMwmmZWDvH0JbZFU,Touch,"Dillon Francis, BabyJake","brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house, singer-songwriter pop",0.742,0.644,0,-7.284,1,0.0577,0.221,0.0391,0.105,0.614,104.027
spotify:track:3gCF6JWBIyUxkKSA5GjCPR,With You,Haywyre,"canadian electronic, complextro, future bass, vapor twitch",0.767,0.77,5,-7.039,1,0.0675,0.232,0.00715,0.226,0.814,99.977
spotify:track:0C3QADQBYFjcSeU8bY7Oex,Simple Hit,Dombresky,"bass house, electro house, house, tech house",0.631,0.951,5,-6.203,1,0.0439,0.108,0.836,0.173,0.703,124.007
spotify:track:6WFZnAPzh99BI4w1eZAFcC,Never Go Back - Eden Prince Remix,"Dennis Lloyd, Eden Prince","israeli pop, dance pop, deep groove house, uk dance",0.768,0.77,9,-6.67,0,0.218,0.0103,0.0,0.145,0.273,105.978
spotify:track:0jikyVLBULYGLZqApj4KuA,Afterlife,Drezo,"bass house, brostep, electro house",0.656,0.84,5,-3.538,0,0.472,0.00347,0.682,0.105,0.123,127.997
spotify:track:5PqeyorHhtBQklPQ3hS20D,Medicine - Eater Remix,"soulecist., Eater, Pipa Moran","N/A, N/A, N/A",0.544,0.704,8,-8.03,0,0.0594,0.0215,0.193,0.174,0.162,145.163
spotify:track:2htKnSgfzS610UnYgVdrEv,Temple,"Mad Burgerz, Ave","N/A, rock cristiano",0.626,0.597,0,-10.013,1,0.0425,0.00685,0.00392,0.325,0.199,147.955
spotify:track:7gALGaDMlErWEeNqDUTTD7,Strangers,Betical,new french touch,0.713,0.763,0,-8.304,0,0.0452,0.196,0.842,0.326,0.0991,121.977
spotify:track:1iOMxxxYieBjMEl2Hid7Zf,Swimboy,"Leotrix, Kinck","brostep, dubstep, gaming dubstep, scandinavian r&b",0.598,0.827,9,-4.469,0,0.151,0.0656,5.08e-06,0.834,0.508,175.053
spotify:track:78cUEuQ30cPT1GpXCg8EGL,Parallel Lines - Enzo Bennet Remix,"ATTLAS, Enzo Bennet","canadian electronic, melodic house, N/A",0.786,0.658,6,-6.956,0,0.0381,0.0387,0.443,0.148,0.335,125.0
spotify:track:6Q7tMRu8cJT1YnBCK6xXBo,So High,WATEVA,estonian electronic,0.587,0.854,7,-5.656,1,0.038,0.00152,0.761,0.438,0.132,122.022
spotify:track:062wtUiIbPTivGLQxrA8X9,Until the Sun Needs to Rise,RÜFÜS DU SOL,"australian electropop, indietronica",0.726,0.691,8,-8.033,1,0.0337,0.011,0.292,0.0916,0.118,119.996
spotify:track:3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,Mark Morrison,british soul,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487
spotify:track:5YCQbgbV4hlM6SNcTVg69W,Mordecai,Khåen,melodic house,0.412,0.549,8,-8.029,0,0.0346,0.0315,0.565,0.0903,0.14,120.022
spotify:track:4FvlvcLXj80dqfjrx95L6i,Under the Sun,"Omar Morto, Albany Lore, Josh Hector","N/A, cape town indie, south african alternative, N/A",0.506,0.736,0,-7.994,0,0.428,0.0217,0.115,0.208,0.574,170.109
spotify:track:1hI1WeMd3Y8lPjSrtHPvt0,First Breath,Kaivon,"future bass, melodic dubstep",0.585,0.537,1,-4.692,0,0.0383,0.0675,0.0211,0.0898,0.338,141.958
spotify:track:4f9uuAsVDIOqp2Jh990csR,Ether,"Zeds Dead, Deathpact","brostep, canadian electronic, dubstep, edm, electro house, progressive electro house, dark clubbing",0.51,0.659,8,-3.104,1,0.115,0.0121,0.443,0.0718,0.145,98.184
spotify:track:0oH0OIeKJSAT5bdFkbz20A,Havin My Way (feat. Lil Durk),"Lil Skies, Lil Durk","melodic rap, chicago drill, chicago rap, drill, hip hop, rap, trap",0.802,0.737,6,-4.862,0,0.0757,0.275,0.0,0.113,0.712,127.013
spotify:track:24zBAv8qCvjOy4JSh8RYVE,Storm (feat. Kyra Mastro),"Famba, Kyra Mastro","halifax indie, N/A",0.753,0.694,11,-7.212,0,0.107,0.0374,0.0142,0.249,0.324,122.035
spotify:track:5QYKmxfPsl69GgeZKDAVSx,House Arrest,"Sofi Tukker, Gorgon City","edm, future garage, house, pop dance, uk dance",0.654,0.818,0,-6.27,0,0.0332,0.0187,0.103,0.0806,0.557,123.982
spotify:track:7MFahU9vl5TWlei936k7n6,Like That,"NGHTMRE, Big Gigantic","brostep, edm, electro house, electronic trap, electronic trap, glitch hop",0.567,0.84,4,-4.98,1,0.0528,0.00407,0.0174,0.292,0.46,104.976
spotify:track:5JmstgdiZH4PmWB4wxlzN5,Need U,DVBBS,"canadian electronic, dutch house, edm, electro house, pop dance, progressive electro house, slap house",0.714,0.705,10,-6.479,1,0.0995,0.292,0.000386,0.126,0.471,114.994
spotify:track:49v7kRlVxnwrrJzCRxeRXl,Undo - AWAY Remix,"RL Grime, Jeremih, Tory Lanez, AWAY","brostep, edm, electro house, electronic trap, chicago rap, pop rap, r&b, trap, urban contemporary, canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap, traprun",0.72,0.633,5,-5.212,0,0.0633,0.137,0.00157,0.122,0.634,140.027
spotify:track:4qrOKc2bH5la0nZCXgBpAK,Down for Life,Deep Parliament,N/A,0.728,0.823,7,-6.908,0,0.0593,0.271,3.06e-05,0.0739,0.406,120.0
spotify:track:5JnCOVPAkBWl3r6TbUv8Oe,My Love,Koven,"chillstep, melodic dubstep",0.41,0.785,5,-4.346,1,0.0506,0.00838,0.145,0.422,0.128,173.982
spotify:track:05GvwwTLLID738BbKN1ze0,Because You Move Me,"Tinlicker, Helsloot","melodic house, house, melodic house",0.789,0.435,2,-9.506,0,0.149,0.691,0.0418,0.107,0.166,122.995
spotify:track:5gTiQou1Cit0HMXDC5nj0N,Could U,GRiZ,"glitch hop, jamtronica, jazztronica, livetronica",0.67,0.899,11,-6.729,0,0.0621,0.00714,0.215,0.405,0.866,123.997
spotify:track:7yn5p4YtnwDu0qhfGffnOu,Peace,"Rocksted, Barja","brazilian edm, brazilian edm",0.816,0.764,3,-6.331,0,0.0486,0.0104,0.348,0.0828,0.492,123.976
spotify:track:6vkFCzPmJ3beYG0zeevdmX,Eyes,RÜFÜS DU SOL,"australian electropop, indietronica",0.659,0.752,3,-6.239,0,0.0312,0.0115,0.00256,0.128,0.248,124.016
spotify:track:0uFnnurkT6KwgzfQ6KAvSi,In Your Head - RL Grime Edit,"G Jones, RL Grime","brostep, electronic trap, glitch hop, vapor twitch, brostep, edm, electro house, electronic trap",0.46,0.994,11,-3.735,1,0.346,0.00245,0.00605,0.222,0.0734,149.953
spotify:track:3B8Tx2eKzZ1u6bPnozOL1h,Treat You Better,RÜFÜS DU SOL,"australian electropop, indietronica",0.599,0.539,8,-5.897,1,0.034,0.356,5.38e-06,0.102,0.188,121.947
spotify:track:65oGVYJfdT6mYIdmmb6q3c,Some Minds (feat. Andrew Wyatt),"Flume, Andrew Wyatt","australian dance, australian electropop, australian indie, downtempo, edm, indietronica, nyc pop",0.263,0.555,4,-6.884,0,0.0446,0.316,5.78e-05,0.128,0.191,79.783
spotify:track:1jX8HqFA7M5hzOxvuFoJ3p,No Captain - Dirty South Remix,"Lane 8, POLIÇA, Dirty South","gauze pop, melodic house, progressive house, indietronica, metropopolis, australian dance, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.626,0.755,6,-10.491,0,0.0337,0.14,0.386,0.0938,0.372,122.008
spotify:track:7jQx1ZEboln08ZnE3ELsPI,Make It Right - Wankelmut Remix,"FDVM, Tyler Sjöström, Wankelmut","deep tropical house, N/A, deep euro house",0.728,0.675,8,-8.168,0,0.0348,0.0231,0.00653,0.0922,0.398,115.993
spotify:track:4GQVsXO7jkxg43UmAd1Tbb,South Beach,Vicetone,"dutch house, edm, electro house, pop dance, progressive electro house",0.501,0.887,1,-3.941,0,0.0424,0.0303,2.64e-05,0.114,0.336,123.052
